"","Username","Tweet","V1"
"80","kevinyeedotcom","my claracmusic cover contest entry namaku marwan thanks for retweeting tsngty haha yup i was there rt tsngty did some old playbill paging realized i saw kevinyeedotcom in wicked in philly minneapolis before my cherrytreelanecra a dance version of claracmusic offbeat berii love thanks for retweeting pcee np daveyoongunhee is a talented guy berii love thx i m pretty far behind since i got a late start but i had fun making my vid msvalerieanne thx for reading and getting in contact with me and for entering my cd contest check it out my claracmusic cover entry richardjansen thanks for the follow cool vids retweet to your friends claracmusic help me be seen by claracmusic he kept on playing angry birds retweet to claracmusic rt neyu x i liked a youtube video from kevinyeedotcom clara c cover contest kevin yee have you seen my claracmusic cover contest entry nikkiyeefosho yes don t let them go to waste and spend every penny retweet my offbeat cover of claracmusic angry birds song retweet","not anxious"
"81","KIRO7Seattle","there are reports of up to shots fired at clackamas town center in portland the oregonian has info here gt gt gt more via koinlocal the clackamas fire district no says that multiple people have been shot gt gt gt pskelly thanks for the heads up we ll be posting updates about the portland area mall shooting here and will bring you full details at pm on kiro rt thematthewkeys map of clackamas town center mall in portland oregon rt thematthewkeys clackamas mall shooting rt hollilinnb trying to evacuate oh my god this is terrifying clackamas town center rt oregonian two are dead in clackamasshooting up to shots reported fired rt oregonian unconfirmed reports mention victims at clackamas town center witnesses report dozens of shots have been fired at a mall near portland ore deputies are responding live aerial footage from above the portland area mall shooting rt seattlepd police looking for magnolia bank robber rt thematthewkeys clackamas mall shooting witness tells koin tv gunman was wearing all black rt lynnepdx police rounding up witnesses and walking wounded on buses clackamashooting rt hollilinnb i am safe have evacuate to the promenade across the street shots just kept coming absolutely horrifying praying lt rt mayorsamadams my thoughts and prayers go out all those in harms way at clackamas town center city and portlandpolice are and will rt krem witness male suspect was wearing a white mask with body armor carrying an assault rifle clackamasshooting rt wolfetj suspect or suspects remain at large in clackamas town center shooting search widens rt thematthewkeys photo eyewitness tweets from scene of mass shooting at mall in portland or via wraith pdx rt clackcosheriff our press briefing begins shortly livestreams and are you at the clackamasshooting please dm or tweet us so we can share your information thank you and stay safe","not anxious"
"82","knssradio","headstones at hutchinson cemetery vandalized da calls prank robbery a dangerous game online sex case headed for trial van halen postpones wichita tour stop hawker signs deal for aircraft at air show did you get tickets early young boy hospitalized after near drowning fort riley brigade headed to afghanistan kdol released april employment figures dead in hutchinson traffic accident it s national bike to work day around million cyclists are expected to participate diplomats iaea chief to fly to iran to seal deal to allow probe of alleged nuclear arms work nasdaq says it s experiencing delay in opening facebook shares facebook s stock begins trading on the nasdaq kansas senate faces key vote on cutting income taxes what do you think about the debate should we be cutting taxes yemeni troops kill al qaida fighters spanish oil company repsol says exploratory well off cuba is unsuccessful will be abandoned wichita police advise motorist to avoid the block of east harry following an injury accident west bound spacex launch falcon rocket to carry cremated remain","anxious"
"83","LABride","my mother knows my love language crunchy and creamy yummy dad asked why we were going to see bette middler tomorrow i think he is confused with bethmoorelpm lol being tormented by a two year old it s about to be one of our bedtimes me you better not throw that josh you better catch it itsbedtime getting ready for lproof today lauracater got off work to come w us it s gonna be a great day first thing i m seeing this morning fmsphotoaday lproof lifewaywomen your great name lproof taking b before a simulcast makes for a very excited person that has to sit still i m gonna be a note taking fool today lol lproof the lord speaks and many many women spread the good news psalm lproof melindapgentry thanks for the retweet a barrilleaux i ll give you the cliff note version when i get back to town we are studying kings do you want to live in the supernatural proviso of god or do you want to live a humanly explainable life lproof priscillashirer if you ve got everything you need you need a bigger life curtisjoneslpm loved that at lproof simulcast at fbc vidalia with my crazy sister quit being so polite about your faith bethmoorelpm lproof and then my sister says i m nauseous i must have had a aneurysm obviously she could diagnose anything with google lol lproof fear is the crippled of a walking talking miracle lproof did you hear that lauracater i am having a pumpkin buying compulsion i need a pumpkin emmyb i wish louisiana temps agreed with the season lol beth moore will be in shreveport next august i say we do a blogger meet up like everyone did a few years ago lproof","not anxious"
"84","lachlanbuchanan","jvc happy birthday cabin fever wish i could control everything from my ipad surrounded by actresses only guy in the scene i m scared send help working hard or hardly working with pjfabian nicest man in the world i put too much honey in my tea addict last day on castle abc today much fun and silliness and shiny objects had a lovely time working with a truly wonderful kind and caring bunch of people on castle abc booyah haaaaaaappppy hump day going to check out some of behaving bad at technicolor excited my depression playlist makes me happy there s something to notice here but i m not quite sure what valeriabcv italian food all the way i like to tell people i have the heart of a small boy then i say it s in a jar on my desk a low of f in la by george we may not survive stefheartsyou in celcius i believe haha if you haven t already played it cards against humanity it s genius fun night playing running charades at catherine keener s house i won a lie is just a great story that someone ruined with the truth first exercise in over two weeks if i told you i ve worked hard to get where i m at i d be lying because i have no idea where i am right now i bid thee all a joyous hump day d","not anxious"
"85","ladydiskette","richardocelot the secret word for today is pencil let me show you a magic trick i can do with this pencil ahhhhhh name flashes richardocelot then he jams the guy s head into the pencil and everyone is deathly silent thinking fuuuuuu thatauntzelda shadow novax don t feel bad i know how you feel i wanted so i could use it was a way to introduce my concept idea for thatauntzelda shadow novax jaeris s wife thatauntzelda shadow novax and give them a happy ending thatauntzelda shadow novax oh aunt zelda i sent you a pm on livejournal if you get the chance to go on there thatauntzelda shadow novax okay thanks thatauntzelda shadow novax lets just say i am very proud of what i did with marz and chick in this verse i hope you like it today stats one follower no unfollowers via you may be able to make some real progress on accomplishing yo more for libra zenithwillrule linkara wait today s episode as a storyline in it goes to watch gt gt zenithwillrule linkara don t tell me i want to see what happens at the end d eeeeeeehhhh nimue is starting to scare me now o o atw rt oreoantwiler rt aprilvonlon duck stop that that isn t very nice d that duck is bad d zenithwillrule linkara i think it was for asbar welshy who to think in the days before computers it was magazines and books they sat on to get our attention gracefulwitch its understandable maybe this will cheer you up think of it as a get well pic night twitter tucks herself into bed jadeeyes and now it s morning d hahahaha hey gonerampant guess what i got quoted by nash last night on wtfiwwy","not anxious"
"86","LawlorKelly","joesantagato it s slow for the east coast am fuck a nap during the day sleepingin i just want to go back to bed my body is all sorts of messed up today needsleep so sleepyyyy iblametheweather sheesh just walked a mile with partylazar damn i miss working out feelinggood rt arednecklife rt if you honor our troops whataaa jerk thing to say mirmaidsau long story are you feeling better something s upp pattking txt me rt zodiac aquarius aquarius are extremely creative when they have a vision and a purpose pattking i hate worrying i swear it s the most disliked thing i guarantee ill be sleeeping by sleepdeprived you learn something new every day the fact that my boyfriend is reading me a short story i don t feel good kjsavoie hahah could you hear him reading","not anxious"
"87","leegibsonmusic","someone pass her a guiness amp wish krisfont the happiest of birthdays lt i m sure you ve already had at least one by now gt krisfont i did say at least ya know have one for me since my taste buds don t care for the stouts will be on chattanooga s wrcb on oct nd for their plusyou show am eastern time to start buying futures in pork bellies and maybe a pig or two rt lovinlyrics lovin lyrics music promotions georgestrait announces the cowboy rides away tour dos amp don ts for performing at writers nights talkin about a bunch of drunk asses party til you puke but this is a hole new level buttchugging i think the real nfl refs watched this past weekend s green bay game amp decided they can t let crap like that happen again women hunt too men are so confusing hello pot i m kettle cowboykyle must have more coffee coffee what no fireball chuckwagonradio thanks much i ll have to send you some tunes sometime soon ya might like that too kathielgifford amp hodakotb heading to ut knoxville this announced only days after ut pkas win buttchugging contest coincidence klgliver happy birthday to the daveramsey show yrs of reminding us how amp why not to pay anymore stupid tax thank you all at daveramseylive lee gibson has a show on at pm kiwanis a mus in tullahoma tn concert lee gibson has a show on at pm kiwanis a mus in tullahoma tn doakstr isn t that the same night at bobby s sing for your supper rt tammyontheradio got my coworkers together bigdawg crew giving hugsforconnor like connor s corner fb page fightcancer indiemusicbus good to see you on the fb interview today leegibsonmusic i figured i had some catchin up to do amp it s fun brian bigger guess who s heading to pensacola in november you have any friends up that way you can point my way tmkansas tom next time you come to tn let me know amp we ll hit the place where they make jd or head to pritchards for a taste test mgood","not anxious"
"88","leftydana","baseballmarty csnbaggs torture blew a save in the ninth amp won it in extras congrats baseballmarty i hope nate does get on one of his hot streaks angel amp blanco both on fumes natethegreat rattocsn kcirselarom susanslusser huge bb fan hottest team in bb best team in bb yep really mystery there shaneloux try not to scare them they re just babies good luck amp stay healthy hankschulman crawford has the best game of his career and he s on the bench something wrong with him csnbaggs pfft brian wilson pitched the th in that game he could have saved it just like he did the next year knbrmurph the imbalance in announcing on fox is nauseating you d think hamels just hit a walkoff in the world series knbrmurph i thought the same thing beats freezing at called strikes like a deer in the headlights jillskincaremom knbrmurph knbr done fox muted knbr synced up to tv learned to do this during postseason happy now hankschulman two outs two strikes you name it buster hits it csnbaggs after melky theriot may be sabean s most brilliant off season acquisition who knew baseballmarty crawford laskey done i switched to knbr amp synced up with the tv about innings ago these announcers are ridiculous totalfan he s out of sync for sure but if it means aubrey huff instead i may switch over to the a s amagb mlbonfox themelkmen listen to your announcers hr calls for the phils vs the giants embarrassing bias national broadcast hankschulman when you re doing a national broadcast you have an obligation to try to be evenhanded flemmingdave amp jon miller manage knbrmurph it s ok his friends jimmy cole ryan amp chase are all coming over for a bbq and some brewskis csngiants sfgiants themelkmen everyone should tweet mlbonfox amp give feedback about the horrible phils giants telecast please rt hankschulman i can t believe anyone would dump on arias if was a total mess after pablo was injured arias was a godsend michaelerlersfi csnbaggs completely agree highlights of hr calls end of game tell the whole story","not anxious"
"89","lexATMfam","happy it s friday tho tonight gonna be live everything lol rt truereligionbru lexatmfam what u up tonight g truereligionbru rihanna shit wat fashion show tonight truereligionbru it s a after party rt gucci waka flacka flames officially dropped off brick squad big guwop say give me a offer fa this disloyal lil nigga rt rounzatm ghetto guitar eanjayatm link me rounzatm rapido track throwin guitar over it this weekend let s rock out rt eanjayatm next month rounzatm will be opening for lloyd banks its gonna be live rt rounzatm april th i need all my people to come see ya boy get busy at club addiction in waterbury ct loyd banks will be in th a small mind could never see the bigger picture do remember april th it goes down rounzatm in the building lloydbanks in the building s o the boss bigmikeruler the americangrind is what we live for that vado mh show gon be crazy to tho i don t talk much i let the grind speak for itself rt rounzatm atmfamily animalsquad rt rounzatm i feed off of good energy and shit out hate rt rounzatm rounz watch me get it cookin music video new via youtube hood logic ain t gon get you that far rt lloydbanks don t make a crowd rt shadi rt lexatmfam a small mind could never see the bigger picture","not anxious"
"90","LHurtadoWFTS","want to get rid of that cellulite the fda just approved a new device see what is does tonight at and for ladies hot flashes waking you up mood swings ruining your day i ll show you a new clinic just for you in terry this is for you hi all apple took away mobil me which supported my web site on breast cancer so i m redoing it will you take ladies were talking melting fat away with ultrasound technology today at pm this man defeated cancer times here how he did it tonight at pm and see what the miles for moffitt run has this man defeated cancer times hear how he did it tonight at and find out what the miles for moffitt run happy mother s day to all of you moms out there have a great weekend and enjoy your kids i posted photos on facebook in the album tonight at why a local man is riding miles to raise awareness about this debilitating disease number for more information on a new experimental breast we are on facebook facebook neuvax toll if you thought the flu season was over watch tonight at pm see you then then its off to see the rays play for hi all tonight at i m telling you about free sports physical exams for hillsborough county athletes i m today my friend and co worker don germaise retired from abc action news it s very bittersweet he is leaving","anxious"
"91","lindsaytweets","great day at the winery now hanging out at a lovely home until dinner atlanta is impressing me so far babysitting the kiddos this morning we played we ate we watched finding nemo now they re both sleeping i think i ve earned my keep downtown atlanta rt mikeyodo fiji yay brother wrapping up the last day in atlanta ate at flip burger bought some pretty pearls attended a fab wedding tulsa tomorrow back in t town picking up the car heading home to my maizy and my dvr and my couch there s no place like home lindsay s lounge atlanta recap and my musings on motherhood in a nutshell it s hard early work day lots to catch up on vacation is officially over new website launch today a perfect time to follow auctionnetwork brickman what does this new chapter hold for you first work day post vacation hours tomorrow i m starting the day with a run quiet time and coffee brewed in my own house can t wait started the day right with quiet time a run home brewed coffee busy day of writing producing then home for tuesday tv busiest two days playing catch up is rough finally feel like i have my head above water on the couch work at am tomorrow up and at em early producing all morning and later girls night with heather because we didn t spend enough time together last week fancy seeing leahmueller at the nail place loving my shellac mani excited about dinner and a cosmo with one of my faves early mornings are not my friend but i will just enjoy my coffee try to remain positive bike ride is definitely happening tonight btw i love kenny chesney allison krauss s new song it s stuck in my head one is one too many one more is never enough true dat mikeyodo lol that sucks boo for early history can t believe it s already time to start thinking about christmas presents want to shop locally for most of it any ideas good busy work day gorgeous run yummy dinner enjoying couch time looking forward to early bed time am alarm comes early last early day of the week looking forward to the weekend so much thinking i ll celebrate fall with a barnes noble coffee date","not anxious"
"92","LThein44","rt dhoops why is that a floor storming at lakeland dh homestanding lakeland beats cuw rt ewoodconfession every time i see michael janusek i get weak in the knees i m a guy ewoodconfession rt northernac mbb wisniewski makes professional debut for saigon heat will people still come to our parties now that were not bball players drusch bigcat kendaeen liar just b c you gave up fun for a few weeks doesnt mean i have too but for real better see you this weekend bigcat only if noah and t money can come walk by me and b mine again without saying hi and will have problems cora gryboski kendaeen metrodome trip only a few weeks away expecting atleast homers from ryanodell and one no hitter from koehner and marcuscuddus danm marcuscuddus hopin to see a few mph fastballs from ya davidpetroff i can handle that for sure i ll keep them tweagle appropriate no worries i ve spent the majority of the past days talking about possible nba trades dont worry jmanziel i take online classes too rough life realdeal neale you dont ride dirty don t lie we got a chance to get devin harris and josh smith for udoh and ellis if we don t make the deal i will not watch another bucks game happy bday sadesofglory hope your day is wonderful rt tdiekvoss impatiently waiting a deal involving josh smith to milwaukee worst trade deadline day ever i dont care that luke zeller got waived by phoenix woke up to b mine dancing and lip singing to his number one jam dudewantscandy rt chadfordinsider haddadi jordan pittman gms on fire rt chris broussard sebastian telfair to toronto for hamed haddadi deal miami heat first class organization just traded dexter pittman to the grizzlies for absolutlly nothing charity","not anxious"
"93","magicgirlsue","lunaontheinside ms melee just seeing this now so sorry for your loss that s a tough thing adding your grandmother to my prayer list ms melee ericbalfour beautiful thanks for sharing that rt ericbalfour epic day of filming on taoofsurfing one of the most beautiful seascapes i ve ever seen i have such awesome followers thanks everyone for making twitter so fun i appreciate the spot in your timelines rt secretagentnerd psych in a week psych in a week psych in a week lisa bouchard definitely two theevilwriter i don t think that works for grizzly bears either you may be drawn into a philosophical discussion today or enti more for capricorn heather callaghan usda got brand new pathogen warning before deregulating gm alfalfa via sharethis cinemaprofound my goodness that is too much snow we had that a few years ago makes one want to move south hang in there rowazany hi busy busy day today not even time for lunch it better not be this way all the time gah how are you dulehill dareeldrich helloooo welcome to twitter hope you have fun here with us rt dulehill psych os my friend deon richmond dareeldrich aka the real bud just joined the twittersphere how about we give him a rt bcuban judge sentences drew peterson to years in prison for murder astrologyzone oh susan sorry that was not the fix hope nd works best keeping you at top of my prayer list cinemaprofound you too and thanks for the follow jeeze even my hair is tired bergopolis they have lots of fungus spores there and docs never think of that try agrisept drops or grapeseed extract petershankman looks like oz just don t click your heels together until you want to leave","not anxious"
"94","MainetheCK","diggies a l to vote i need more workout clothes i m bouta damn near sculpt my body like a bodybuilder im gonna be lean and muscular watch i m damn near gonna look like a varsity football player boost of testosterone and hormones and i can finally get my lamb chops to grow in imma be too bool phenomenallover well start up again and you can be my security matty taughtyou lmao he put himself on house arrest this asian braud on maury is fine nintydo no drake originally took big sean s flow for smh hoes are messy welldonelo heard they weren t droppin welldonelo im wondering white cement iv or v day foams in february this is a hard choice welldonelo i want a pair the red foams aint came out in what seems like forever either welldonelo u might b right cements cause it seems like almost every foam i see on a forum goes for those ivs might do that more populardemand lol she sound like she got a hole in her neck the cool kid its the fact he be yellin at me through the song rt igotmagreencard fat bitches still be doin the myspace pose putting the camera high af so it shows titts and hides the gut whatilove money and family atcf and nine trey g included i wish my foot would shrink to a i miss the days of going to the mall at the pm and getting new releases no questions asked nf kushandoh jay watching springer ready to laugh","not anxious"
"95","Mandabar2","scottmarlowe argh just saw this way too late lol dang easy money now time to sleep huge giveaway of dragoneers confliction at gisellegetsum omg sexy well it is weird though and at am minecraft pls rt senatorreid chuckschumer mcconnellpress we need u to stand w the internet and kill pipa via demandprogress crap what a massive line chipotle mexican grill was great no lines is a plus firehouse good i hate filling up my gas tank there goes another murphyusa i have to make my escape now while i can these people are walking flu bags taking at least vitamin c pills when i get home tell congress don t censor the web i just contacted rep sandy adams to oppose sopa pipa join me wikipediablackout i just contacted rep daniel webster to oppose sopa pipa join me wikipediablackout something musical to get your anti sopa and anti pipa juices going firewall remix say no via youtube the real truth behind sopa and pipa it s not about piracy its about money making competitiveness via youtube stop the esa petition and boycott e via change gisellegetsum your always such a showoff lol i just ousted ocs orlando as the mayor of kfc on foursquare it always pays to be nice and go beyond the call of duty for a customer you never know when they might be cuban time to hit it big victory casino cruise pic","not anxious"
"96","MariahGoguen","i don t like with my best friend asiadawn is a sadders cheer up buttercup haunted house tonight with my loves asiadawn and kayla bear i got problems but getting rich ain t one rt xoalissa anne i love my boyfriend mariahgoguen jamming to some metallica on the way home we gone be the reason why the people turning up hvon headed hime hvon headed home hvon longview hvon i m already in gilmer goober you still gonna be there tomorrow hvon well i ll bring you some food if you re still there tomorrow rt brandon nations laying in bed all day laying in bed allllll day i love being home alone xoalissa anne i actually am xoalissa anne alright dude i m not but until them i m not moving a damn muscle okay i lied i m getting up to get some donuts and chocolate milk xoalissa anne kay byyyeeeeee alisserrrr i seriously love halloween bestholidayever grease","not anxious"
"97","MarioRosales822","last month of kaitlyn kane when i m home i just want to be left alone lt long day a blue moon sounds crackin right about now do you want to know what s hot in san francisco visit our friends at knowfirst visit join us this saturday for downtown yr anniversary at the cellar sf featuring j espinosa panic city saturday downtown yr ann w sf s best djjespinosa djpaniccity djjtrip live on the decks free guest list gt rt leo tweets don t lie to a leo they aren t stupid is just a bit chili outside rsvp on the free guest list for downtown saturdays at cellar sf w j espinosa panic city j trip free guest itoughtyouknew get on the list here for free entry to sf s best saturday night party only cellarsf rsvp here rt espnnba back to back steph curry s put the warriors up by over the raptors with left rt nba unreal the warriors have come back from down to take a lead w left after back to back steph curry point splash rt warriors splash stephencurry w another one and the warriors now lead w left in q letsgowarriors the s are falling good morning people stay warm is another cold day in the bay join us at the cellar sf this saturday night rsvp here get on the list here for free entry to sf s best saturday night party cellarsf signup here gt hbarnes michigan state going down tonight btw good game last night if it dosen t make dollaz it dosen t make sense","not anxious"
"98","MarshaCollier","doing it right best buy internet price matching policy becomes permanent via geekosystem the alcohol cancer link even one drink a day could put you at risk lt what s left the alcohol cancer link even one drink a day could put you at risk lt what s left ajproc i have met her but the show is not about business we cover technology good advice to be list for aspiring women leaders via angelamaiers bnjacobs exactly good advice to be list for aspiring women leaders via angelamaiers say what google launches hour recruiting video starring owen wilson and vince vaughn say what google launches hour recruiting video starring owen wilson and vince vaughn breaking first woman to win daytona pole position danicapatrick breaking first woman to win daytona pole position danicapatrick weird facts you probably don t know about praying mantis lt if female gets bored during sex she ll bite mate s head off weird facts you probably don t know about praying mantis lt if female gets bored during sex she ll bite mate s head off rolandogomez i missed your call will you be around tomorrow caraposey what mackcollier told you is pretty much what i told him once you have the passion you need to organize completely caraposey the outline will take a goid deal of time it must be edited and revisited hope it helps lmk if you have a q rt pureycustard marshacollier hi i am reading your twitter for dummies book very good up to now tgatte caraposey mackcollier dmscott techmarketer i m always looking forward to my next book project the most important thing in communication is to hear what isn t being said peter drucker some facebook users can pay to promote friends posts via pcmag","not anxious"
"99","MassDPH","this week s flu report shows low rates of flu in the state typical as flu season winds down full report take steps to keep children safe around windows this summer here s how attend a webinar on using the law to reduce toxicexposure improve emergencyprep amp regulate ehealthrecords tips for healthy summer fun the clouds and rain have to clear out sometime here are some sun safety tips for when they do new dph dese report shows drop in rates of bullying amp use of alcohol and tobacco among ma youth find out how to prevent lead poisoning amp make your home lead safe call maclppp at or visit advice from masswic on how to make fast friends between your kids and the veggies you want them to eat highlights from this month s meeting of the public health council strawberries delicious healthy and now in season pick your own at a farm near you more here to prevent lead poisoning screen every child visit and learn your community s screening rate greens beat the blues how plants can relieve stress and promote wellness draft regs re nutritional standards for most foods in public schools now open to public comment send feedback to reg testimony state ma us japan disaster relief tips for giving wisely salt are you having too much learn more about the office of oral health s work such as community water fluoridation school sealant programs today is diabetes alert day did you know that nearly million americans have diabetes if you are overweight or obese you are at risk for developing type diabetes check your risk some type diabetes risk factors can t be changed family history age but you can change others physical activity a healthy weight could you or someone you love have diabetes and not know it find out your risk by taking the diabetes risk test","not anxious"
"100","medicalaxioms","do you know what percent of the e coli causing infections at your hospital is resistant to fluoroquinolones utsav soni different at every hospital some or less and others or more it is a good fact to discover about your own hospital you can lead a horse to water but you cannot keep him from shooting narcotics into his picc line famousoldsayings a new year another opportunities to minister to the sick how many patients do you see a year antibiotics make poor antipyretics there is no atypical chest pain all pain is typical for its cause sdclyne academic hospital medicine is a fine and tolerable career lots of time is taken by teaching research and administration you don t want to find your dusty unused cape in the closet some day heroes must always be watching for the opportunity for heroism sdclyne none other than sir william osler he was a man who said he was never the same after he lost his son in wwi and a hero of axioms embasic because it happened come student and learn from humanity the myriad presentations of disease your textbook is but a cliff note mastery of medicine is mastery of the atypical presentation unusual disease and complications of illness and therapy the easy stuff is easy the reason medical school tests are multiple choice is because that s how good medical practice is done make a list pick the best answer medical school tests are multiple choice because that s how good medical practice is compassion is like wine if you want to make it good it takes time and fresh air and sunshine a significant part of the internists job is confirming the absence of disease unless this is followed by reassurance the job is half done don t worry about what should be done just make a list of what can be done and pick the best option of diagnosis is in the history objective findings have more weight than subjective medicaldichotomies rogerrdharris smacc the worst story in the world tropinin of just might be a heart attack after all discharge patients with chief complaint intact and like a boomerang they will be back elderly patients without fever or chills still have infection as the source of their ill","not anxious"
"101","MettaNikita","gift exchange with colleagues i was right this won t work out playing fall for you under the rainy night i just showered by the pouring rain shihui haha i won t get sick de la merry christmas to all out there whoa my phone flooded with icon rt heartcapricorn capricorn needs to learn how not to get so quickly turned off irritated on channel u i guess this is retribution or maybe i m just unlucky i almost thought someone can prove me wrong but it goes back around it s the same i finally want to release myself but at the wrong timing when things gonna change again all the lies i ve been lying to myself everyday leads to disappointment i feel deeply sad sitting by the window looking at the brownish night w o stars mind full of thoughts christmas today it s not about what you get it s who your with love is like war easy to start hard to end rt thenoteboook it s absolutely mind boggling how the people who seem the happiest are the ones who are depressed jelly like numb rt retwittings people whose name starts with m doesn t need someone to solve their problems they need someone to listen to them","not anxious"
"102","MisterManners","kodak has filed for bankruptcy protection regardless of what happens to the company i hope it never means the end of kodak moments nyc city council decides that super glued windshield stickers violate due process of alternate side parking offenders hope the vote sticks at this vending machine swapping is the new buying what a terrific way to share with others help the planet good headed to bryant park to do a session on table manners kidsfoodfestnyc we might table that and talk about sledding manners instead snow thanks to cricketazima and her whole team for such a warm welcome on a cold day at the inaugural kidsfoodfestnyc tablemanners sending good wishes paula deen s way she only this week announced her fight against diabetes but she s been such a pleasure to meet williamhanson this evening as he helped oversee a guinnessworldrecord jubilee curtsey ff llp media if you d like a better future for our children and for them to know what it means to be present rt dianegottsman a mannerly ff thecivilityceo etiquetteexpert etiquetteguy williamhanson katetlewis lauracatherineo mistermann seeking know how about etiquette in the uk you must follow williamhanson manners in texas and beyond ff the lovely dianegottsman athankyoufavor thank you for the favor of being followed by such a gracious and giving tweeter ff what you think is new york really the rudest metropolis in nyc stevescottwcbs thanks so much for a mannerly interview and for helping defend ny s reputation as a polite place what do you think is nyc really america s rudest metropolis kate middleton is named hat person of the year runners up include johnny depp and brad pitt should you socialize with your co workers here s my take for menslifetoday i nominate johnbasedow for a shorty award in socialfitness because he doesn t tolerate bullies and promotes respect wondering whether you should socialize with work colleagues outside of the office here s my advice disney parks relax dress code for employees what will mickey and minnie think of the change i wonder rt joyfulhostess mistermanners wishing you a great evening","not anxious"
"103","mjtam","right on track iphoneography igerschicago chicago north clybourn red line cta station more toys to use with my nikon d another maniacal geeky giggle moment wow bbsummit attendees will get a chance to win a motorola xoom tablet a verizon wireless g c frm our sponsor verizonwireless melisalw hope you re feeling better i can t believe it more days til bbsummit woooohoooo awesome bbsummit key sponsors flatoutbread athousandfeetup ubisoftparents thisisgmc drivingmidwest clevergirlscoll rt raelt throws confetti cant wait im there sick and all rt mjtam i can t believe it more days til bbsummit woooohoooo chicagonista buzz newsletter june rachrona hi sorry bbsummit is sold out working on next year already bbsummit rt wiredprworks great to see mjtam misslori bethrosen littletechgirl jabramobile mobile moms in the lobby of doubletreemm doubletree where bbsummit will be held on sat i m so giddy bbsummit was just at w lakeshore to learn about jabramobile ty jabra us for the nice luncheon can t wait to try mommypalooza psmama looking forward in meeting you guys bbsummit debmomof i can t wait to hug you bbsummit hello all redrover rt redrover were also twitterviewing redrover founder kathryntucker along with our chat heres our first question to her redrover love the name and concept of redrover kathryntucker redrover rt redrover did we mention a special guest would be stopping by soon redrover redroversf so true mjtam redrover kathryntucker redrover kathryntucker how old are your kids redrover","not anxious"
"104","mollodonn","souqinme vacation vacation souqinme have fun be safe and buy expensive treats for yourself souqinme yay love seeing pics of your fl friends dixiepeach i d be able to follow mass but i d be screwed being irish and having asthma i d be dead in days dixiepeach hell outlander has me scared to touch rocks dixiepeach and grab penicillin dixiepeach if i didn t know that you were watching sports i d think you had tourette syndrome mark zuckerberg should have worn a hoodie to his wedding geesh he has ruined zz tops sharp dressed man theory so close to vacation robingibb didn t attempt to be the heartthrob the lead or seek publicity he composed wrote and was happy engrossed in his art update robin was a lead vocalist when he could be and there were some power struggles was still known as a nice gentle man sick blah dixiepeach horrible cold i was down for days in wburg have to go to work tomorrow souqinme feel so gross have to work tomorrow dixiepeach i did i saw the haul on wednesday and couldn t believe it i ve been so sick i was going to write ya morrow you are too much souqinme factboook our pleasure we invented lucky charms too dixiepeach gorgeous glad you guys had fun in berlin nikkisixx we have an infamous obgyn here in the dc metro area who retired a couple years ago named harry beaver no kiddin happy bella day emiliotheway so excited to see your dad s bio on who do you think you are nice to see you on it too","not anxious"
"105","mom4gma5","rt bfas read about former laboratory dog juno s journey from suffering to becoming a therapy dog in our latest blog post bfas love juno s story fromlabtolovinghome rt drsoram higher levels of several toxic metals found in children with autism finally being shown bfordanderson marcasart derkcheetwood dcheetwood duelly maksimc loved your dance at the nursesball great job gh rt miafarrow rip anne smedinghoff year old diplomat killed by suicide bombers while bringing books to children in afghanistan nancyleegrahn loved nursesball amp all the routines show had humor drama sentiment amp cuteness of emma gh mlosavs terminally ill winnipeg woman travels to switzerland to die via winnipegnews via sharethis rt cuteemergency spinsvixenella emma was adorable in her number i love her too gh nursesball oneshiningmoment always awesome rt sju and somewhere dave gavitt is smiling as both the men s and women s basketball national champions are from his beloved bigeas congrats to ncaa national champions louisville cardinals great tournament amp march madness ilovecollegebasketball marcasart therealsonyaed you two are great on gh nice dancin at the nursesball spring has finally sprung in the garden state jerseyweather oneshiningmoment is a great ending to the madness of march proudtobeafanof gh rt bluecurenews truth rt cuteemergency morning rt maddonline tributetuesday today we celebrate the life of james christopher pitts killed in a drunk driving crash rt cuteemergency that moment your mom loves your friend more than you","not anxious"
"106","momto3boys22999","right nikki mckay about right lol making a computer room yay wesleyville police seize marijuana plants from home mobile watching look who s talking anyone know who makes these blankets can make me man shooting amp kidnapping year old hostage in a walmart raw footage slow mo i posted a new photo to facebook firefighters dead in ariz blaze official say","not anxious"
